date,vehicle_id,model,configuration,region,demo_type,customer_segment,converted,cycle_time_hrs,utilization_rate,revenue_generated,customer_satisfaction,mileage_driven
2026-05-04,FLT0119,Model S,Performance,West Coast,Event Demo,Dealer,0,2.8,0.63,0.0,3.9,29.2
2026-05-04,FLT0242,Model X,Long Range,West Coast,Corporate Demo,Individual,0,2.85,0.696,0.0,4.4,31.3
2026-05-04,FLT0053,Model 3,Standard Range,Midwest,Event Demo,Dealer,0,2.08,0.694,0.0,4.5,17.6
2026-05-04,FLT0161,Model S,Plaid,Southwest,Corporate Demo,Government,1,2.29,0.667,77660.57,3.9,36.9
2026-05-04,FLT0107,Model 3,Plaid,Southeast,Dealer Demo,Fleet,0,2.73,0.596,0.0,4.3,12.2
2026-05-04,FLT0351,Model Y,Long Range,West Coast,Test Drive,Fleet,0,1.04,0.91,0.0,4.3,33.3
2026-05-04,FLT0351,Model Y,Long Range,West Coast,Test Drive,Dealer,0,2.31,0.878,0.0,4.5,28.8
2026-05-04,FLT0030,Model X,Plaid,Southeast,Corporate Demo,Individual,1,1.28,0.879,76593.26,4.6,18.0
2026-05-04,FLT0173,Model 3,Long Range,Midwest,Dealer Demo,Dealer,0,1.11,0.744,0.0,4.7,17.3
2026-05-04,FLT0016,Model 3,Plaid,Southwest,Corporate Demo,Dealer,0,0.8,0.747,0.0,3.5,31.0
2026-05-04,FLT0305,Model 3,Long Range,Southwest,Corporate Demo,Corporate,0,2.09,0.714,0.0,4.2,49.7
2026-05-04,FLT0240,Cybertruck,Performance,West Coast,Test Drive,Government,0,0.79,0.922,0.0,4.8,16.9
2026-05-04,FLT0226,Model 3,Long Range,West Coast,Event Demo,Dealer,0,2.74,0.798,0.0,3.8,39.0
2026-05-04,FLT0109,Cybertruck,Long Range,Southwest,Event Demo,Fleet,0,3.0,0.707,0.0,3.7,39.6
2026-05-04,FLT0079,Model S,Performance,East Coast,Corporate Demo,Fleet,0,1.44,0.767,0.0,4.6,20.0
2026-05-04,FLT0206,Model X,Standard Range,Midwest,VIP Demo,Individual,0,1.87,0.721,0.0,4.4,44.0
2026-05-04,FLT0369,Cybertruck,Standard Range,Southwest,Dealer Demo,Government,0,1.81,0.729,0.0,4.7,41.6
2026-05-04,FLT0051,Model Y,Long Range,Southeast,Test Drive,Dealer,0,1.34,0.833,0.0,3.6,44.0
2026-05-04,FLT0353,Model 3,Long Range,Midwest,Dealer Demo,Individual,1,2.92,0.581,40829.33,3.7,20.7
2026-05-04,FLT0160,Cybertruck,Standard Range,Southeast,VIP Demo,Fleet,1,1.85,0.727,58714.84,4.1,25.0
2026-05-04,FLT0146,Model 3,Plaid,East Coast,VIP Demo,Individual,0,1.66,0.642,0.0,4.9,8.3
2026-05-04,FLT0113,Cybertruck,Long Range,East Coast,Event Demo,Government,1,2.53,0.661,57315.87,3.8,14.4
2026-05-04,FLT0140,Model S,Performance,Midwest,VIP Demo,Corporate,0,0.78,0.627,0.0,3.7,27.7
2026-05-04,FLT0210,Model 3,Standard Range,East Coast,Test Drive,Fleet,0,1.1,0.578,0.0,5.0,22.3
2026-05-04,FLT0060,Model 3,Standard Range,West Coast,Test Drive,Dealer,0,1.93,0.802,0.0,4.2,42.1
2026-05-04,FLT0220,Model X,Standard Range,East Coast,Corporate Demo,Dealer,0,1.69,0.652,0.0,4.2,6.7
2026-05-04,FLT0277,Model 3,Performance,Southeast,Test Drive,Individual,0,0.7,0.71,0.0,4.9,16.3
2026-05-04,FLT0141,Cybertruck,Long Range,Midwest,Dealer Demo,Individual,1,1.37,0.857,57427.14,4.9,33.5
2026-05-04,FLT0141,Cybertruck,Long Range,Midwest,Test Drive,Fleet,0,2.5,0.669,0.0,4.9,37.2
2026-05-04,FLT0339,Model Y,Long Range,Midwest,Corporate Demo,Fleet,1,1.04,0.915,45311.67,4.3,47.9
2026-05-04,FLT0452,Model X,Plaid,Southeast,VIP Demo,Corporate,0,1.59,0.778,0.0,4.0,35.9
2026-05-04,FLT0069,Model Y,Standard Range,Southeast,Event Demo,Government,0,0.56,0.623,0.0,4.3,42.2
2026-05-04,FLT0273,Model X,Performance,West Coast,Corporate Demo,Individual,1,1.24,0.813,79105.55,4.7,10.9
2026-05-04,FLT0105,Model 3,Standard Range,Southeast,Dealer Demo,Corporate,0,1.91,0.591,0.0,4.3,26.5
2026-05-05,FLT0398,Model Y,Standard Range,Southwest,Dealer Demo,Government,0,1.86,0.806,0.0,4.7,10.8
2026-05-05,FLT0455,Model S,Long Range,Southeast,Event Demo,Government,0,2.28,0.94,0.0,4.4,49.4
2026-05-05,FLT0291,Model 3,Long Range,Southeast,Dealer Demo,Individual,0,0.71,0.79,0.0,4.4,46.2
2026-05-05,FLT0162,Cybertruck,Performance,West Coast,VIP Demo,Government,0,1.91,0.741,0.0,4.9,33.5
2026-05-05,FLT0406,Model 3,Standard Range,Midwest,Corporate Demo,Dealer,0,2.29,0.831,0.0,4.1,30.4
2026-05-05,FLT0427,Model X,Long Range,Southeast,VIP Demo,Government,0,2.59,0.945,0.0,4.8,37.7
2026-05-05,FLT0252,Cybertruck,Long Range,East Coast,Event Demo,Dealer,0,1.3,0.9,0.0,3.7,49.4
2026-05-05,FLT0397,Model Y,Plaid,West Coast,Event Demo,Government,0,1.03,0.711,0.0,4.2,49.9
2026-05-05,FLT0103,Cybertruck,Performance,West Coast,Corporate Demo,Dealer,0,2.11,0.813,0.0,4.5,17.6
2026-05-05,FLT0290,Model Y,Long Range,Southeast,Event Demo,Corporate,0,1.78,0.925,0.0,4.0,35.5
2026-05-05,FLT0263,Cybertruck,Plaid,Southwest,Corporate Demo,Corporate,1,1.12,0.948,57468.63,4.2,37.6
2026-05-05,FLT0467,Model X,Performance,Midwest,VIP Demo,Government,0,2.24,0.937,0.0,4.6,33.1
2026-05-05,FLT0178,Cybertruck,Performance,Midwest,Event Demo,Fleet,0,1.98,0.697,0.0,3.8,6.2
2026-05-05,FLT0234,Cybertruck,Plaid,Southwest,Dealer Demo,Fleet,0,0.92,0.736,0.0,4.7,30.0
2026-05-05,FLT0108,Model S,Standard Range,Midwest,Test Drive,Dealer,1,2.17,0.576,72039.6,4.3,49.7
2026-05-05,FLT0147,Model Y,Standard Range,Southwest,Corporate Demo,Individual,1,2.25,0.822,45219.93,3.6,37.3
2026-05-05,FLT0052,Model Y,Plaid,Midwest,Event Demo,Dealer,0,2.99,0.688,0.0,4.6,26.4
2026-05-05,FLT0012,Cybertruck,Standard Range,Midwest,Event Demo,Government,0,1.47,0.773,0.0,4.5,31.8
2026-05-05,FLT0001,Model 3,Standard Range,Southwest,Event Demo,Fleet,0,1.81,0.914,0.0,4.0,47.8
2026-05-05,FLT0308,Model 3,Standard Range,Southeast,Event Demo,Fleet,0,1.57,0.574,0.0,4.1,14.0
2026-05-05,FLT0300,Model X,Long Range,Southeast,Test Drive,Fleet,0,0.59,0.672,0.0,4.3,32.8
2026-05-05,FLT0209,Model X,Performance,Southeast,VIP Demo,Fleet,0,1.06,0.8,0.0,4.4,44.7
2026-05-05,FLT0112,Model X,Performance,Midwest,Dealer Demo,Fleet,0,1.34,0.834,0.0,4.1,16.8
2026-05-05,FLT0367,Cybertruck,Long Range,Southwest,Corporate Demo,Dealer,1,2.33,0.862,57224.75,3.8,14.8
2026-05-05,FLT0342,Model 3,Performance,Southeast,Dealer Demo,Corporate,0,1.44,0.854,0.0,4.4,17.6
2026-05-05,FLT0477,Model Y,Long Range,Midwest,VIP Demo,Individual,0,1.75,0.915,0.0,4.6,34.5
2026-05-05,FLT0089,Model 3,Standard Range,East Coast,Test Drive,Fleet,0,0.53,0.719,0.0,4.4,35.1
2026-05-05,FLT0445,Model Y,Plaid,West Coast,Test Drive,Individual,0,2.12,0.625,0.0,3.7,37.1
2026-05-05,FLT0264,Cybertruck,Performance,East Coast,VIP Demo,Individual,1,2.73,0.837,62438.37,3.7,22.3
2026-05-05,FLT0378,Model Y,Performance,Midwest,VIP Demo,Individual,1,1.43,0.758,45734.51,4.5,43.1
2026-05-05,FLT0290,Model Y,Long Range,Southeast,Corporate Demo,Fleet,0,1.33,0.85,0.0,4.9,19.0
2026-05-05,FLT0163,Model X,Standard Range,Midwest,Test Drive,Government,0,1.51,0.629,0.0,4.1,45.7
2026-05-05,FLT0164,Model X,Long Range,Midwest,Dealer Demo,Fleet,0,1.08,0.943,0.0,4.3,7.1
2026-05-05,FLT0490,Model S,Performance,East Coast,VIP Demo,Dealer,0,1.64,0.875,0.0,4.5,11.8
2026-05-05,FLT0045,Model X,Plaid,West Coast,Event Demo,Dealer,0,1.81,0.609,0.0,4.5,41.2
2026-05-05,FLT0041,Model 3,Long Range,East Coast,Event Demo,Fleet,0,0.64,0.733,0.0,4.9,41.6
2026-05-05,FLT0249,Model 3,Standard Range,Southwest,VIP Demo,Fleet,1,1.66,0.697,38595.9,5.0,7.5
2026-05-05,FLT0448,Model S,Long Range,West Coast,VIP Demo,Individual,0,2.61,0.741,0.0,4.7,46.4
2026-05-05,FLT0462,Cybertruck,Long Range,East Coast,Dealer Demo,Dealer,0,0.76,0.933,0.0,4.1,16.9
2026-05-05,FLT0284,Model S,Standard Range,Southwest,Dealer Demo,Government,0,0.87,0.818,0.0,3.9,7.3
2026-05-05,FLT0155,Cybertruck,Long Range,Midwest,VIP Demo,Individual,1,2.91,0.753,62656.98,5.0,26.9
2026-05-05,FLT0121,Model 3,Standard Range,East Coast,Dealer Demo,Corporate,1,1.13,0.794,40628.3,3.9,36.6
2026-05-05,FLT0406,Model 3,Standard Range,Midwest,VIP Demo,Corporate,1,2.05,0.633,38017.07,3.8,29.9
2026-05-05,FLT0015,Model Y,Performance,West Coast,VIP Demo,Corporate,1,1.61,0.871,47147.76,4.4,9.4
2026-05-05,FLT0297,Model S,Standard Range,East Coast,Corporate Demo,Fleet,0,0.58,0.91,0.0,3.5,16.2
2026-05-05,FLT0260,Model Y,Plaid,Southeast,Dealer Demo,Individual,1,1.13,0.649,44774.18,4.8,6.0
2026-05-05,FLT0089,Model 3,Standard Range,East Coast,VIP Demo,Corporate,0,2.6,0.864,0.0,4.4,21.4
2026-05-05,FLT0301,Cybertruck,Performance,Midwest,Corporate Demo,Individual,0,2.04,0.73,0.0,4.4,48.1
2026-05-05,FLT0148,Model S,Long Range,Midwest,Dealer Demo,Government,0,2.3,0.562,0.0,3.8,36.4
2026-05-05,FLT0281,Model Y,Long Range,Midwest,Test Drive,Corporate,0,0.75,0.758,0.0,4.3,21.4
2026-05-05,FLT0109,Cybertruck,Long Range,Southwest,Corporate Demo,Individual,0,1.41,0.904,0.0,4.9,17.2
2026-05-05,FLT0200,Model X,Plaid,Southwest,Event Demo,Government,0,0.57,0.683,0.0,4.0,19.0
2026-05-05,FLT0193,Model 3,Long Range,West Coast,Test Drive,Individual,0,2.81,0.687,0.0,4.7,37.7
2026-05-05,FLT0442,Model S,Performance,Midwest,Corporate Demo,Corporate,0,2.65,0.604,0.0,4.7,33.6
2026-05-05,FLT0162,Cybertruck,Performance,West Coast,Corporate Demo,Government,0,2.16,0.876,0.0,3.8,26.8
2026-05-05,FLT0429,Model S,Performance,Midwest,Test Drive,Fleet,1,2.51,0.821,76726.73,4.1,30.5
2026-05-05,FLT0344,Model 3,Plaid,West Coast,Corporate Demo,Individual,0,0.51,0.767,0.0,3.9,35.8
2026-05-05,FLT0084,Model S,Long Range,Southwest,Event Demo,Dealer,0,0.86,0.898,0.0,4.3,22.2
2026-05-05,FLT0025,Model Y,Long Range,Southeast,Dealer Demo,Government,0,1.07,0.803,0.0,4.6,21.0
2026-05-05,FLT0193,Model 3,Long Range,West Coast,Dealer Demo,Fleet,0,1.14,0.556,0.0,3.9,20.8
2026-05-05,FLT0201,Model Y,Performance,Southwest,VIP Demo,Individual,1,2.89,0.606,45236.45,4.4,35.9
2026-05-05,FLT0100,Model Y,Long Range,West Coast,Test Drive,Corporate,0,2.34,0.855,0.0,4.2,49.6
2026-05-05,FLT0411,Cybertruck,Standard Range,Midwest,Test Drive,Government,0,1.08,0.905,0.0,4.0,7.1
2026-05-05,FLT0441,Cybertruck,Plaid,Southeast,Event Demo,Individual,0,1.33,0.851,0.0,4.1,45.1
2026-05-05,FLT0167,Model S,Long Range,West Coast,Test Drive,Dealer,1,0.72,0.833,77962.17,3.5,35.2
2026-05-05,FLT0018,Model Y,Performance,West Coast,Test Drive,Corporate,0,1.34,0.833,0.0,3.5,25.3
2026-05-05,FLT0275,Model X,Performance,Southwest,Dealer Demo,Corporate,0,1.94,0.689,0.0,4.2,46.7
2026-05-05,FLT0198,Model Y,Long Range,East Coast,Corporate Demo,Corporate,0,1.29,0.943,0.0,4.6,43.1
2026-05-05,FLT0040,Cybertruck,Standard Range,West Coast,VIP Demo,Dealer,0,1.58,0.587,0.0,3.8,31.1
2026-05-05,FLT0104,Model S,Long Range,Southeast,Dealer Demo,Fleet,1,2.9,0.725,71364.22,4.7,15.3
2026-05-05,FLT0429,Model S,Performance,Midwest,VIP Demo,Dealer,0,2.74,0.897,0.0,3.9,39.9
2026-05-05,FLT0121,Model 3,Standard Range,East Coast,VIP Demo,Individual,0,1.34,0.683,0.0,4.0,19.8
2026-05-05,FLT0055,Model 3,Standard Range,Midwest,VIP Demo,Fleet,1,1.89,0.663,38025.05,4.0,47.7
2026-05-05,FLT0479,Model 3,Standard Range,Midwest,Test Drive,Dealer,0,2.74,0.906,0.0,4.9,17.5
2026-05-05,FLT0330,Model Y,Standard Range,West Coast,Event Demo,Dealer,0,0.57,0.934,0.0,3.7,33.8
2026-05-05,FLT0495,Model Y,Plaid,Southeast,Event Demo,Government,0,2.25,0.785,0.0,4.6,41.2
2026-05-05,FLT0146,Model 3,Plaid,East Coast,Corporate Demo,Fleet,0,0.71,0.682,0.0,3.9,41.9
2026-05-05,FLT0070,Model Y,Standard Range,Southeast,Event Demo,Individual,0,0.51,0.716,0.0,4.2,23.7
2026-05-05,FLT0356,Model X,Plaid,Southwest,Test Drive,Individual,1,1.35,0.611,77001.83,3.7,23.4
2026-05-05,FLT0441,Cybertruck,Plaid,Southeast,VIP Demo,Government,0,1.54,0.839,0.0,4.0,19.4
2026-05-05,FLT0313,Model 3,Standard Range,West Coast,VIP Demo,Government,1,1.54,0.569,38278.66,4.9,29.5
2026-05-05,FLT0133,Model S,Performance,Southwest,Event Demo,Fleet,0,0.57,0.741,0.0,4.1,30.6
2026-05-05,FLT0494,Model Y,Performance,Southeast,Dealer Demo,Dealer,0,1.61,0.948,0.0,4.7,21.2
2026-05-05,FLT0279,Model 3,Long Range,West Coast,Corporate Demo,Corporate,1,2.79,0.584,40778.83,4.3,13.9
2026-05-05,FLT0323,Model 3,Long Range,Southwest,VIP Demo,Corporate,0,0.61,0.619,0.0,4.8,28.3
2026-05-05,FLT0257,Model 3,Plaid,Southwest,Event Demo,Dealer,0,2.89,0.93,0.0,3.8,23.3
2026-05-05,FLT0358,Model 3,Performance,Midwest,Dealer Demo,Corporate,0,1.1,0.677,0.0,3.7,49.5
2026-05-05,FLT0314,Model X,Standard Range,Southwest,Corporate Demo,Individual,1,1.62,0.571,83555.76,4.4,7.8
2026-05-05,FLT0341,Model 3,Plaid,West Coast,Corporate Demo,Fleet,0,2.2,0.884,0.0,4.3,16.4
2026-05-05,FLT0482,Cybertruck,Plaid,Southwest,Test Drive,Corporate,0,1.0,0.871,0.0,3.7,11.1
2026-05-05,FLT0378,Model Y,Performance,Midwest,Dealer Demo,Dealer,0,2.05,0.913,0.0,4.5,46.2
2026-05-05,FLT0119,Model S,Performance,West Coast,Event Demo,Fleet,0,2.27,0.804,0.0,4.5,27.6
2026-05-05,FLT0428,Model S,Standard Range,West Coast,VIP Demo,Government,0,1.94,0.552,0.0,4.3,11.9
2026-05-05,FLT0220,Model X,Standard Range,East Coast,Test Drive,Government,0,0.53,0.764,0.0,3.9,21.9
2026-05-05,FLT0464,Model 3,Performance,East Coast,Event Demo,Dealer,1,0.66,0.849,39862.51,3.8,12.1
2026-05-05,FLT0022,Model S,Plaid,Southwest,VIP Demo,Government,1,1.03,0.924,74898.87,4.7,33.9
2026-05-05,FLT0372,Model S,Standard Range,Southeast,Dealer Demo,Government,0,0.77,0.625,0.0,3.6,23.8
2026-05-05,FLT0486,Model Y,Performance,Southeast,Event Demo,Fleet,0,1.12,0.935,0.0,4.5,17.9
2026-05-05,FLT0083,Model Y,Performance,Southwest,Corporate Demo,Individual,0,2.29,0.743,0.0,3.5,27.6
2026-05-05,FLT0364,Model 3,Plaid,West Coast,Corporate Demo,Government,0,1.45,0.704,0.0,4.5,47.8
2026-05-05,FLT0217,Cybertruck,Standard Range,Midwest,VIP Demo,Corporate,0,0.62,0.588,0.0,4.7,5.5
2026-05-05,FLT0083,Model Y,Performance,Southwest,VIP Demo,Dealer,1,0.62,0.603,48465.93,3.8,25.2
2026-05-05,FLT0185,Model S,Standard Range,Southeast,Corporate Demo,Fleet,0,2.06,0.755,0.0,4.1,41.1
2026-05-05,FLT0458,Model Y,Performance,East Coast,Dealer Demo,Dealer,0,0.82,0.602,0.0,5.0,10.4
2026-05-05,FLT0240,Cybertruck,Performance,West Coast,Corporate Demo,Fleet,1,2.07,0.658,62939.36,4.4,19.2
2026-05-05,FLT0312,Model S,Performance,East Coast,Dealer Demo,Individual,0,2.66,0.769,0.0,4.8,47.8
2026-05-05,FLT0086,Model X,Performance,West Coast,Corporate Demo,Dealer,0,0.78,0.759,0.0,4.5,5.1
2026-05-05,FLT0174,Cybertruck,Long Range,Midwest,Event Demo,Fleet,0,2.6,0.75,0.0,4.0,35.9
2026-05-05,FLT0496,Cybertruck,Performance,Southeast,Test Drive,Dealer,0,2.87,0.676,0.0,4.7,33.8
2026-05-05,FLT0448,Model S,Long Range,West Coast,Corporate Demo,Dealer,0,2.2,0.772,0.0,4.6,49.0
2026-05-05,FLT0108,Model S,Standard Range,Midwest,Corporate Demo,Dealer,0,2.24,0.662,0.0,3.8,29.1
2026-05-05,FLT0102,Model S,Performance,Southeast,Corporate Demo,Fleet,0,1.36,0.575,0.0,4.7,31.4
2026-05-05,FLT0123,Cybertruck,Long Range,Midwest,VIP Demo,Corporate,0,1.85,0.592,0.0,3.8,21.6
2026-05-05,FLT0299,Model X,Performance,Southeast,Corporate Demo,Government,0,1.54,0.58,0.0,4.9,31.9
2026-05-05,FLT0075,Model Y,Performance,Midwest,Event Demo,Dealer,0,0.81,0.872,0.0,3.5,27.8
2026-05-05,FLT0227,Model 3,Long Range,Midwest,Corporate Demo,Government,1,1.37,0.886,40007.92,4.4,10.8
2026-05-05,FLT0102,Model S,Performance,Southeast,Dealer Demo,Corporate,0,0.57,0.673,0.0,4.2,28.1
2026-05-05,FLT0453,Model X,Standard Range,East Coast,VIP Demo,Dealer,0,0.59,0.833,0.0,4.1,11.0
2026-05-05,FLT0353,Model 3,Long Range,Midwest,Test Drive,Government,0,2.69,0.808,0.0,4.7,7.2
2026-05-05,FLT0328,Model Y,Performance,Southwest,VIP Demo,Individual,0,1.37,0.816,0.0,4.5,25.4
2026-05-05,FLT0149,Model S,Plaid,Southwest,Dealer Demo,Dealer,1,1.57,0.651,74453.18,4.7,11.9
2026-05-05,FLT0319,Cybertruck,Long Range,East Coast,Corporate Demo,Corporate,0,0.56,0.944,0.0,4.9,33.6
2026-05-05,FLT0251,Model Y,Long Range,Southeast,Event Demo,Dealer,0,2.22,0.578,0.0,4.4,19.0
2026-05-05,FLT0130,Model X,Performance,East Coast,Event Demo,Dealer,0,2.0,0.642,0.0,4.7,23.4
2026-05-05,FLT0161,Model S,Plaid,Southwest,VIP Demo,Fleet,0,2.93,0.577,0.0,3.6,16.5
2026-05-05,FLT0470,Cybertruck,Long Range,Southwest,Test Drive,Government,1,2.62,0.715,62274.18,4.0,34.8
2026-05-05,FLT0295,Model Y,Standard Range,Southwest,VIP Demo,Individual,0,1.42,0.593,0.0,4.3,20.0
2026-05-05,FLT0414,Model Y,Standard Range,Southeast,Event Demo,Government,0,1.3,0.859,0.0,3.7,39.5
2026-05-05,FLT0134,Model 3,Long Range,East Coast,Corporate Demo,Government,1,0.99,0.629,39261.87,3.8,24.0
2026-05-05,FLT0433,Model S,Long Range,West Coast,Corporate Demo,Individual,0,1.43,0.639,0.0,5.0,16.5
2026-05-05,FLT0212,Cybertruck,Plaid,Southwest,Corporate Demo,Individual,1,1.1,0.822,60545.47,3.5,41.8
2026-05-05,FLT0015,Model Y,Performance,West Coast,Dealer Demo,Government,0,2.41,0.78,0.0,4.1,30.9
2026-05-05,FLT0267,Cybertruck,Performance,East Coast,VIP Demo,Individual,0,2.5,0.839,0.0,3.7,45.1
2026-05-05,FLT0156,Model S,Long Range,Southeast,Event Demo,Government,0,1.39,0.93,0.0,4.8,47.5
2026-05-05,FLT0121,Model 3,Standard Range,East Coast,Corporate Demo,Corporate,0,1.19,0.862,0.0,3.8,5.3
2026-05-05,FLT0437,Model X,Performance,Southwest,VIP Demo,Fleet,0,1.02,0.781,0.0,4.7,19.4
2026-05-05,FLT0418,Model 3,Performance,East Coast,Test Drive,Dealer,0,2.34,0.701,0.0,5.0,8.3
2026-05-05,FLT0113,Cybertruck,Long Range,East Coast,Test Drive,Dealer,0,1.54,0.636,0.0,3.5,17.2
2026-05-05,FLT0229,Model X,Long Range,Midwest,VIP Demo,Dealer,1,2.95,0.767,79644.93,4.8,27.2
2026-05-05,FLT0318,Cybertruck,Performance,Southwest,Event Demo,Government,0,2.8,0.914,0.0,4.1,15.2
2026-05-05,FLT0136,Model X,Plaid,Southwest,Test Drive,Government,0,0.68,0.816,0.0,4.2,22.5
2026-05-05,FLT0465,Cybertruck,Standard Range,Midwest,VIP Demo,Fleet,0,2.65,0.8,0.0,4.4,6.5
2026-05-05,FLT0191,Model X,Plaid,West Coast,Corporate Demo,Dealer,0,1.58,0.69,0.0,4.5,44.1
2026-05-05,FLT0292,Model Y,Performance,East Coast,VIP Demo,Fleet,1,2.58,0.701,47308.32,4.8,18.2
2026-05-05,FLT0382,Cybertruck,Plaid,East Coast,Corporate Demo,Dealer,0,1.44,0.758,0.0,4.2,27.7
2026-05-05,FLT0025,Model Y,Long Range,Southeast,VIP Demo,Government,1,1.92,0.712,46222.1,4.6,47.4
2026-05-05,FLT0470,Cybertruck,Long Range,Southwest,Event Demo,Fleet,0,1.82,0.681,0.0,4.4,24.5
2026-05-05,FLT0049,Model 3,Standard Range,Southwest,Corporate Demo,Corporate,0,2.09,0.843,0.0,4.7,37.0
2026-05-05,FLT0127,Model Y,Standard Range,Midwest,Event Demo,Corporate,0,0.6,0.82,0.0,4.4,22.8
2026-05-05,FLT0358,Model 3,Performance,Midwest,Corporate Demo,Fleet,1,1.2,0.93,38179.28,4.5,22.8
2026-05-05,FLT0433,Model S,Long Range,West Coast,Dealer Demo,Corporate,0,0.95,0.565,0.0,5.0,29.1
2026-05-05,FLT0492,Model 3,Standard Range,East Coast,Dealer Demo,Individual,0,0.7,0.819,0.0,3.9,26.2
2026-05-05,FLT0104,Model S,Long Range,Southeast,Corporate Demo,Corporate,0,1.84,0.828,0.0,3.7,36.9
2026-05-05,FLT0161,Model S,Plaid,Southwest,VIP Demo,Corporate,0,1.09,0.629,0.0,4.4,39.7
2026-05-05,FLT0455,Model S,Long Range,Southeast,Event Demo,Dealer,0,2.57,0.652,0.0,4.1,44.8
2026-05-05,FLT0186,Model S,Standard Range,West Coast,Test Drive,Dealer,0,2.25,0.899,0.0,3.5,47.3
2026-05-05,FLT0088,Model X,Plaid,Southeast,Event Demo,Dealer,0,1.79,0.672,0.0,4.7,45.8
2026-05-05,FLT0306,Model S,Plaid,Southeast,Corporate Demo,Dealer,0,0.54,0.77,0.0,4.2,29.9
2026-05-05,FLT0113,Cybertruck,Long Range,East Coast,Dealer Demo,Individual,0,2.19,0.836,0.0,4.0,18.2
2026-05-05,FLT0120,Model S,Long Range,East Coast,Dealer Demo,Corporate,0,2.39,0.631,0.0,5.0,28.3
2026-05-05,FLT0458,Model Y,Performance,East Coast,VIP Demo,Fleet,0,2.6,0.563,0.0,4.9,29.2
2026-05-05,FLT0144,Model X,Long Range,Southeast,Corporate Demo,Government,0,2.44,0.857,0.0,4.2,18.4
2026-05-05,FLT0190,Model S,Plaid,West Coast,VIP Demo,Corporate,1,1.1,0.703,75285.48,4.5,27.7
2026-05-05,FLT0129,Model X,Plaid,East Coast,Test Drive,Individual,1,0.64,0.828,77450.01,4.2,8.3
2026-05-05,FLT0481,Model 3,Standard Range,Southwest,Test Drive,Dealer,0,0.71,0.768,0.0,4.7,30.0
2026-05-05,FLT0475,Model S,Plaid,Southeast,Event Demo,Individual,0,0.9,0.824,0.0,3.8,44.5
2026-05-05,FLT0192,Model Y,Long Range,Southeast,VIP Demo,Government,1,1.72,0.949,45544.72,4.1,37.7
2026-05-05,FLT0045,Model X,Plaid,West Coast,VIP Demo,Dealer,1,0.89,0.607,76872.61,5.0,38.7
2026-05-05,FLT0468,Model 3,Long Range,Midwest,Dealer Demo,Dealer,0,1.01,0.557,0.0,3.6,48.6
2026-05-05,FLT0058,Model Y,Performance,Midwest,Test Drive,Fleet,1,1.41,0.813,47349.03,4.2,6.5
2026-05-05,FLT0015,Model Y,Performance,West Coast,Dealer Demo,Government,0,1.42,0.858,0.0,3.8,17.1
2026-05-05,FLT0446,Model S,Standard Range,Southeast,Dealer Demo,Government,0,1.27,0.729,0.0,4.3,32.7
2026-05-05,FLT0087,Model S,Long Range,Southwest,VIP Demo,Corporate,0,2.36,0.947,0.0,3.7,34.6
2026-05-05,FLT0031,Cybertruck,Performance,Southeast,VIP Demo,Government,1,1.24,0.738,58537.6,3.9,40.1
2026-05-05,FLT0163,Model X,Standard Range,Midwest,Test Drive,Corporate,0,1.39,0.727,0.0,3.8,25.4
2026-05-05,FLT0404,Model Y,Performance,West Coast,Event Demo,Government,0,2.56,0.622,0.0,3.8,7.6
2026-05-05,FLT0290,Model Y,Long Range,Southeast,Event Demo,Fleet,0,1.83,0.689,0.0,4.3,6.7
2026-05-05,FLT0205,Model 3,Long Range,Southwest,Corporate Demo,Fleet,0,2.43,0.595,0.0,3.7,39.2
2026-05-05,FLT0140,Model S,Performance,Midwest,Dealer Demo,Government,0,1.58,0.583,0.0,4.3,48.4
2026-05-05,FLT0261,Cybertruck,Performance,Southwest,Dealer Demo,Corporate,0,1.52,0.901,0.0,3.9,21.3
2026-05-05,FLT0142,Model S,Plaid,Midwest,Test Drive,Corporate,0,2.91,0.645,0.0,4.0,35.6
2026-05-05,FLT0033,Model S,Plaid,East Coast,Test Drive,Individual,0,2.92,0.704,0.0,4.8,47.2
2026-05-05,FLT0300,Model X,Long Range,Southeast,Corporate Demo,Government,1,1.05,0.823,76704.58,4.1,47.8
2026-05-05,FLT0417,Model Y,Long Range,West Coast,Dealer Demo,Corporate,0,0.9,0.873,0.0,3.8,21.7
2026-05-05,FLT0330,Model Y,Standard Range,West Coast,Event Demo,Corporate,0,1.26,0.907,0.0,4.0,33.4
2026-05-05,FLT0012,Cybertruck,Standard Range,Midwest,Event Demo,Individual,0,0.97,0.94,0.0,4.2,34.2
2026-05-05,FLT0098,Model X,Standard Range,Midwest,Test Drive,Corporate,0,2.08,0.723,0.0,3.7,9.9
2026-05-05,FLT0267,Cybertruck,Performance,East Coast,Test Drive,Corporate,1,1.8,0.611,60541.01,4.5,13.0
2026-05-05,FLT0065,Model X,Long Range,East Coast,Event Demo,Government,1,1.3,0.715,83498.55,4.1,30.8
2026-05-05,FLT0140,Model S,Performance,Midwest,VIP Demo,Dealer,0,1.06,0.799,0.0,4.6,14.8
2026-05-05,FLT0124,Model X,Long Range,East Coast,Dealer Demo,Government,0,0.78,0.712,0.0,4.2,49.0
